IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.91.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,121,4.08
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.08
47.238.245.170,443,443,true,HKG,Asia Pacific,Hong Kong,105,4.08
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,4.06
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,117,4.05
47.238.40.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,4.05
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,4.04
8.219.68.162,443,443,true,SIN,Asia Pacific,Singapore,109,4.04
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,4.04
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,4.04
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,53,4.03
47.237.95.156,2083,2083,true,SIN,Asia Pacific,Singapore,77,4.02
47.238.245.39,80,443,true,SIN,Asia Pacific,Singapore,95,4.02
8.213.208.6,80,443,true,SIN,Asia Pacific,Singapore,68,4.02
47.250.13.77,80,443,true,SIN,Asia Pacific,Singapore,16,4.01
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.00
47.76.203.101,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,4.00
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,3.99
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,146,3.99
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,100,3.99
47.243.122.58,80,443,true,SIN,Asia Pacific,Singapore,52,3.98
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,54,3.98
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,91,3.98
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,123,3.98
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,69,3.98
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,44,3.98
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,88,3.98
47.238.255.53,80,443,true,SIN,Asia Pacific,Singapore,37,3.97
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,69,3.96
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,36,3.94
47.76.247.16,80,443,true,SIN,Asia Pacific,Singapore,78,3.92
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,60,3.92
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,176,3.92
47.238.6.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,3.91
8.218.3.198,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,3.91
8.222.184.198,2083,2083,true,SIN,Asia Pacific,Singapore,67,3.91
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,170,3.91
8.217.127.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,3.91
8.218.173.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,116,3.90
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,57,3.90
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,51,3.90
8.218.211.124,80,443,true,SIN,Asia Pacific,Singapore,78,3.90
8.222.181.117,2096,2096,true,SIN,Asia Pacific,Singapore,123,3.88
8.219.103.65,443,443,true,SIN,Asia Pacific,Singapore,74,3.88
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.88
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,76,3.86
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,66,3.86
8.210.42.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,3.86
47.76.249.116,80,443,true,SIN,Asia Pacific,Singapore,60,3.86
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,66,3.86
47.243.243.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,3.85
47.238.245.39,80,443,true,SIN,Asia Pacific,Singapore,48,3.85
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,65,3.83
8.218.222.36,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,3.82
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,41,3.82
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,110,3.81
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,45,3.81
47.238.255.53,80,443,true,SIN,Asia Pacific,Singapore,80,3.81
47.76.98.98,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.81
8.217.50.252,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,3.81
47.76.220.130,80,443,true,SIN,Asia Pacific,Singapore,50,3.80
47.238.207.144,80,443,true,SIN,Asia Pacific,Singapore,44,3.80
8.217.72.0,2053,2053,true,HKG,Asia Pacific,Hong Kong,118,3.79
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,3.78
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,3.77
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,100,3.77
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,103,3.77
47.76.249.116,80,443,true,SIN,Asia Pacific,Singapore,97,3.76
47.76.29.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,3.76
47.76.98.98,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,3.76
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,75,3.75
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,63,3.75
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,93,3.73
8.210.85.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,3.73
47.243.186.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.72
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,3.72
47.250.156.60,80,443,true,SIN,Asia Pacific,Singapore,46,3.71
47.238.5.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,120,3.70
8.217.207.60,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,3.70
47.242.36.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,3.70
47.236.205.188,2096,2096,true,SIN,Asia Pacific,Singapore,75,3.70
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,3.70
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,3.70
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,114,3.69
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,3.68
8.218.228.152,8443,8443,true,HKG,Asia Pacific,Hong Kong,125,3.67
47.243.70.186,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,3.67
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,3.67
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,3.66
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.65
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,3.65
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,70,3.63
47.236.170.225,2087,2087,true,SIN,Asia Pacific,Singapore,126,3.63
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,81,3.63
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,86,3.63
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,3.63
8.211.23.61,443,443,true,FRA,Europe,Frankfurt,258,3.63
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,3.62
47.76.204.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,3.62
8.211.12.34,443,443,true,FRA,Europe,Frankfurt,330,3.59
8.209.69.116,443,443,true,FRA,Europe,Frankfurt,330,3.58
8.210.42.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,3.58
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,96,3.58
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,96,3.57
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,43,3.57
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,3.56
47.243.51.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,3.56
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.56
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,3.56
47.238.40.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,3.55
8.219.120.87,2083,2083,true,SIN,Asia Pacific,Singapore,40,3.54
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,3.53
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,3.53
8.217.127.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,117,3.52
47.254.146.128,443,443,true,FRA,Europe,Frankfurt,250,3.52
47.76.29.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,3.52
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,105,3.51
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.51
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.50
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,3.50
47.242.7.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,108,3.48
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,114,3.48
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,55,3.47
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,61,3.47
47.236.102.102,8443,8443,true,SIN,Asia Pacific,Singapore,91,3.45
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.45
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,69,3.44
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,107,3.44
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,70,3.44
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,3.44
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,42,3.42
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,3.41
8.217.49.34,443,443,true,HKG,Asia Pacific,Hong Kong,74,3.41
47.76.220.130,80,443,true,SIN,Asia Pacific,Singapore,102,3.40
47.250.153.223,80,443,true,SIN,Asia Pacific,Singapore,65,3.39
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.39
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,3.39
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,3.38
47.238.35.50,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,3.37
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,107,3.37
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,111,3.36
8.218.53.110,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,3.34
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,122,3.33
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,57,3.33
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,71,3.31
8.210.89.245,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,3.31
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,3.30
47.250.59.84,80,443,true,SIN,Asia Pacific,Singapore,69,3.30
47.238.35.50,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,3.28
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,70,3.25
47.238.40.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,3.23
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.23
8.218.65.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,3.23
47.90.141.204,443,443,true,LAX,North America,Los Angeles,255,3.23
8.217.142.78,80,443,true,SIN,Asia Pacific,Singapore,75,3.22
8.211.22.135,443,443,true,FRA,Europe,Frankfurt,259,3.20
47.238.207.144,80,443,true,SIN,Asia Pacific,Singapore,78,3.19
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,62,3.18
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,3.16
8.218.228.152,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,3.16
47.242.42.153,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,3.16
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,3.14
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,50,3.14
8.217.127.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,3.14
47.242.252.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,3.13
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,199,3.11
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,55,3.11
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.09
8.217.72.0,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,3.09
8.219.124.227,2096,2096,true,SIN,Asia Pacific,Singapore,62,3.07
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,111,3.07
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,3.07
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,132,3.06
8.219.99.169,2096,2096,true,SIN,Asia Pacific,Singapore,87,3.06
8.217.90.154,443,443,true,HKG,Asia Pacific,Hong Kong,74,3.04
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,3.04
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,121,3.04
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,103,3.01
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,3.00
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,2.99
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,103,2.98
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,2.98
8.220.202.59,443,443,true,ICN,Asia Pacific,Seoul,66,2.97
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,2.97
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,2.94
47.76.123.69,80,443,true,SIN,Asia Pacific,Singapore,77,2.94
8.210.42.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,2.92
47.238.6.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,170,2.91
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,134,2.89
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,2.89
47.76.26.26,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,2.88
8.218.81.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,2.88
47.243.18.199,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,2.86
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,2.86
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,156,2.85
47.243.70.186,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,2.85
47.250.159.36,80,443,true,SIN,Asia Pacific,Singapore,39,2.84
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,2.83
47.236.102.102,2087,2087,true,SIN,Asia Pacific,Singapore,100,2.83
47.238.0.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,2.83
47.250.40.246,80,443,true,SIN,Asia Pacific,Singapore,51,2.83
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,124,2.82
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,189,2.82
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,54,2.77
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,2.75
47.243.42.155,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,2.75
8.217.248.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,2.74
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,85,2.74
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,2.71
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,2.71
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.71
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,89,2.70
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,62,2.70
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,78,2.70
47.90.141.204,443,443,true,LAX,North America,Los Angeles,236,2.69
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,2.68
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,93,2.67
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,119,2.65
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,2.65
8.217.90.154,443,443,true,HKG,Asia Pacific,Hong Kong,84,2.64
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,2.62
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,81,2.60
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,2.58
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,165,2.55
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,59,2.52
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,79,2.52
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,43,2.51
47.243.5.154,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,2.50
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,2.50
8.217.123.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,111,2.49
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,2.48
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,2.48
47.76.159.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,115,2.45
47.76.26.26,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,2.45
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,141,2.43
47.242.42.153,2096,2096,true,HKG,Asia Pacific,Hong Kong,143,2.43
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,145,2.43
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,2.43
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,125,2.43
8.218.228.152,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,2.41
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,2.39
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,2.37
8.218.188.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,2.37
47.250.158.227,80,443,true,SIN,Asia Pacific,Singapore,63,2.37
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,137,2.37
47.76.178.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,2.36
8.219.104.37,2083,2083,true,SIN,Asia Pacific,Singapore,73,2.35
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,44,2.34
8.210.43.213,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,2.32
8.218.201.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,2.32
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,61,2.32
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,2.31
47.76.26.26,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,2.30
47.76.227.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,2.29
8.210.34.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,2.29
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,2.29
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,2.28
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,2.27
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,171,2.27
8.218.53.110,2096,2096,true,HKG,Asia Pacific,Hong Kong,109,2.26
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,126,2.26
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,104,2.25
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,2.25
47.250.47.68,80,443,true,KUL,Asia Pacific,Kuala Lumpur,57,2.24
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,2.23
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,2.23
8.220.195.140,443,443,true,ICN,Asia Pacific,Seoul,95,2.22
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,92,2.21
47.250.59.31,80,443,true,SIN,Asia Pacific,Singapore,69,2.21
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,170,2.20
47.236.125.62,2083,2083,true,NRT,Asia Pacific,Tokyo,190,2.19
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,2.19
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,107,2.19
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,2.18
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,2.17
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,2.17
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,96,2.14
47.243.206.150,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,2.14
8.219.106.156,2053,2053,true,SIN,Asia Pacific,Singapore,30,2.13
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,115,2.13
47.242.42.153,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,2.12
8.218.173.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,2.10
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,2.08
47.238.0.114,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,2.07
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,206,2.06
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,2.03
47.76.123.69,80,443,true,SIN,Asia Pacific,Singapore,52,2.03
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,97,2.01
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,138,2.01
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,2.00
8.217.251.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,2.00
8.217.72.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,2.00
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,1.99
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,1.99
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,1.98
47.243.255.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,1.97
8.217.50.252,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,1.97
47.243.42.155,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,1.95
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,1.95
8.210.89.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,1.94
8.217.154.218,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,1.93
8.210.43.213,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,1.92
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,1.92
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,1.92
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,187,1.91
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,119,1.91
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,1.91
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,1.90
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,159,1.88
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,1.87
8.218.3.198,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,1.86
8.218.1.163,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,1.86
47.76.225.255,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,1.86
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,1.85
47.76.225.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,1.85
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,1.85
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,53,1.84
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,1.83
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,41,1.83
47.250.11.137,80,443,true,SIN,Asia Pacific,Singapore,57,1.83
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,65,1.82
47.243.26.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,1.81
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,44,1.80
47.250.14.44,80,443,true,SIN,Asia Pacific,Singapore,62,1.80
8.217.154.218,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,1.79
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,81,1.79
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,67,1.79
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,1.79
8.217.181.213,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,1.78
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,1.77
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,1.76
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,1.75
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,122,1.75
47.243.42.155,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,1.74
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,1.74
47.76.94.15,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,1.74
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,171,1.73
8.217.50.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,1.73
47.243.234.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,1.71
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,1.71
47.250.57.9,80,443,true,SIN,Asia Pacific,Singapore,104,1.69
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,1.68
47.243.26.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,1.65
8.217.154.218,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,1.64
47.76.227.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,1.64
8.213.208.6,80,443,true,SIN,Asia Pacific,Singapore,42,1.64
47.250.57.49,80,443,true,SIN,Asia Pacific,Singapore,73,1.63
47.76.214.139,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,1.62
47.242.252.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,1.62
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,49,1.62
47.243.42.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,1.61
